Province,Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region,DeathRate,RecoveryRate
,Fiji,-17.7134,178.065,2020-03-28,5,0,0,5,Western Pacific,0.0,0.0
,Finland,61.92411,25.748151,2020-03-28,1167,9,10,1148,Europe,0.77,0.86
French Guiana,France,3.9339,-53.1258,2020-03-28,28,0,6,22,Europe,0.0,21.43
French Polynesia,France,-17.6797,149.4068,2020-03-28,30,0,0,30,Europe,0.0,0.0
Guadeloupe,France,16.265,-61.551,2020-03-28,102,2,17,83,Europe,1.96,16.67
Mayotte,France,-12.8275,45.166244,2020-03-28,63,0,0,63,Europe,0.0,0.0
New Caledonia,France,-20.904305,165.618042,2020-03-28,15,0,0,15,Europe,0.0,0.0
Reunion,France,-21.1151,55.5364,2020-03-28,183,0,1,182,Europe,0.0,0.55
Saint Barthelemy,France,17.9,-62.8333,2020-03-28,5,0,0,5,Europe,0.0,0.0
St Martin,France,18.0708,-63.0501,2020-03-28,11,0,0,11,Europe,0.0,0.0
Martinique,France,14.6415,-61.0242,2020-03-28,93,1,0,92,Europe,1.08,0.0
,France,46.2276,2.2137,2020-03-28,37575,2314,5700,29561,Europe,6.16,15.17
,Gabon,-0.8037,11.6094,2020-03-28,7,1,0,6,Africa,14.29,0.0
,Gambia,13.4432,-15.3101,2020-03-28,3,1,0,2,Africa,33.33,0.0
,Georgia,42.3154,43.3569,2020-03-28,90,0,14,76,Europe,0.0,15.56
,Germany,51.165691,10.451526,2020-03-28,57695,433,8481,48781,Europe,0.75,14.7
,Ghana,7.9465,-1.0232,2020-03-28,141,5,2,134,Africa,3.55,1.42
,Greece,39.0742,21.8243,2020-03-28,1061,32,52,977,Europe,3.02,4.9
,Guatemala,15.7835,-90.2308,2020-03-28,34,1,10,23,Americas,2.94,29.41
,Guinea,9.9456,-9.6966,2020-03-28,8,0,0,8,Africa,0.0,0.0
,Guyana,4.860416000000002,-58.93018000000001,2020-03-28,8,1,0,7,Americas,12.5,0.0
,Haiti,18.9712,-72.2852,2020-03-28,8,0,0,8,Americas,0.0,0.0
,Holy See,41.9029,12.4534,2020-03-28,6,0,0,6,Europe,0.0,0.0
,Honduras,15.2,-86.2419,2020-03-28,95,1,3,91,Americas,1.05,3.16
,Hungary,47.1625,19.5033,2020-03-28,343,11,34,298,Europe,3.21,9.91
,Iceland,64.9631,-19.0208,2020-03-28,963,2,114,847,Europe,0.21,11.84
,India,20.593684,78.96288,2020-03-28,987,24,84,879,South-East Asia,2.43,8.51
,Indonesia,-0.7893,113.9213,2020-03-28,1155,102,59,994,South-East Asia,8.83,5.11
,Iran,32.427908,53.68804599999999,2020-03-28,35408,2517,11679,21212,Eastern Mediterranean,7.11,32.98
,Iraq,33.223191,43.679291,2020-03-28,506,42,131,333,Eastern Mediterranean,8.3,25.89
,Ireland,53.1424,-7.6921,2020-03-28,2415,36,5,2374,Europe,1.49,0.21
,Israel,31.046051,34.851612,2020-03-28,3619,12,89,3518,Europe,0.33,2.46
,Italy,41.87194,12.56738,2020-03-28,92472,10023,12384,70065,Europe,10.84,13.39
,Jamaica,18.1096,-77.2975,2020-03-28,30,1,2,27,Americas,3.33,6.67
,Japan,36.204824,138.252924,2020-03-28,1728,56,404,1268,Western Pacific,3.24,23.38
,Jordan,31.24,36.51,2020-03-28,246,1,18,227,Eastern Mediterranean,0.41,7.32
,Kazakhstan,48.0196,66.9237,2020-03-28,228,1,16,211,Europe,0.44,7.02
,Kenya,-0.0236,37.9062,2020-03-28,38,1,1,36,Africa,2.63,2.63
,South Korea,35.90775700000001,127.766922,2020-03-28,9478,144,4811,4523,Western Pacific,1.52,50.76
,Kuwait,29.31166,47.481766,2020-03-28,235,0,64,171,Eastern Mediterranean,0.0,27.23
,Kyrgyzstan,41.20438,74.766098,2020-03-28,58,0,0,58,Europe,0.0,0.0
,Latvia,56.8796,24.6032,2020-03-28,305,0,1,304,Europe,0.0,0.33
,Lebanon,33.8547,35.8623,2020-03-28,412,8,30,374,Eastern Mediterranean,1.94,7.28
,Liberia,6.4280550000000005,-9.429499,2020-03-28,3,0,0,3,Africa,0.0,0.0
,Liechtenstein,47.14,9.55,2020-03-28,56,0,28,28,Europe,0.0,50.0
,Lithuania,55.1694,23.8813,2020-03-28,394,7,1,386,Europe,1.78,0.25
,Luxembourg,49.8153,6.1296,2020-03-28,1831,18,40,1773,Europe,0.98,2.18
,Madagascar,-18.766947,46.869107,2020-03-28,26,0,0,26,Africa,0.0,0.0
,Malaysia,4.210483999999999,101.975766,2020-03-28,2320,27,320,1973,Western Pacific,1.16,13.79
,Maldives,3.2028,73.2207,2020-03-28,16,0,9,7,South-East Asia,0.0,56.25
,Malta,35.9375,14.3754,2020-03-28,149,0,2,147,Europe,0.0,1.34
,Mauritania,21.0079,-10.9408,2020-03-28,5,0,0,5,Africa,0.0,0.0
,Mauritius,-20.348404,57.552152,2020-03-28,102,2,0,100,Africa,1.96,0.0
,Mexico,23.6345,-102.5528,2020-03-28,848,16,4,828,Americas,1.89,0.47
,Moldova,47.4116,28.3699,2020-03-28,231,2,2,227,Europe,0.87,0.87
,Monaco,43.7333,7.4167,2020-03-28,42,0,1,41,Europe,0.0,2.38
,Mongolia,46.8625,103.8467,2020-03-28,12,0,0,12,Western Pacific,0.0,0.0
,Montenegro,42.708678000000006,19.37439,2020-03-28,84,1,0,83,Europe,1.19,0.0
,Morocco,31.7917,-7.0926,2020-03-28,402,25,11,366,Eastern Mediterranean,6.22,2.74
,Namibia,-22.9576,18.4904,2020-03-28,8,0,2,6,Africa,0.0,25.0
,Nepal,28.1667,84.25,2020-03-28,5,0,1,4,South-East Asia,0.0,20.0
Aruba,Netherlands,12.5211,-69.9683,2020-03-28,46,0,1,45,Europe,0.0,2.17
Curacao,Netherlands,12.1696,-68.99,2020-03-28,8,1,2,5,Europe,12.5,25.0
Sint Maarten,Netherlands,18.0425,-63.0548,2020-03-28,3,0,0,3,Europe,0.0,0.0
,Netherlands,52.1326,5.2913,2020-03-28,9762,639,0,9123,Europe,6.55,0.0
,New Zealand,-40.9006,174.886,2020-03-28,451,0,50,401,Western Pacific,0.0,11.09
,Nicaragua,12.865416,-85.207229,2020-03-28,4,1,0,3,Americas,25.0,0.0
,Niger,17.607789,8.081666,2020-03-28,10,1,0,9,Africa,10.0,0.0
,Nigeria,9.082,8.6753,2020-03-28,89,1,3,85,Africa,1.12,3.37
,North Macedonia,41.6086,21.7453,2020-03-28,241,4,3,234,Europe,1.66,1.24
,Norway,60.472,8.4689,2020-03-28,4015,23,7,3985,Europe,0.57,0.17
,Oman,21.512583,55.92325500000001,2020-03-28,152,0,23,129,Eastern Mediterranean,0.0,15.13
,Pakistan,30.3753,69.3451,2020-03-28,1597,14,29,1554,Eastern Mediterranean,0.88,1.82
,Panama,8.538,-80.7821,2020-03-28,786,14,2,770,Americas,1.78,0.25
,Papua New Guinea,-6.314993,143.95555,2020-03-28,1,0,0,1,Western Pacific,0.0,0.0
,Paraguay,-23.4425,-58.4438,2020-03-28,56,3,1,52,Americas,5.36,1.79
,Peru,-9.19,-75.0152,2020-03-28,671,16,16,639,Americas,2.38,2.38
,Philippines,12.879721,121.774017,2020-03-28,1075,68,35,972,Western Pacific,6.33,3.26
,Poland,51.9194,19.1451,2020-03-28,1638,18,7,1613,Europe,1.1,0.43
,Portugal,39.3999,-8.2245,2020-03-28,5170,100,43,5027,Europe,1.93,0.83
,Qatar,25.3548,51.1839,2020-03-28,590,1,45,544,Eastern Mediterranean,0.17,7.63
,Romania,45.9432,24.9668,2020-03-28,1452,37,139,1276,Europe,2.55,9.57
,Russia,61.52401,105.318756,2020-03-28,1264,4,49,1211,Europe,0.32,3.88
,Rwanda,-1.9403,29.8739,2020-03-28,60,0,0,60,Africa,0.0,0.0
,Saint Lucia,13.9094,-60.9789,2020-03-28,3,0,1,2,Americas,0.0,33.33
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-28,1,0,1,0,Americas,0.0,100.0
,San Marino,43.9424,12.4578,2020-03-28,224,22,6,196,Europe,9.82,2.68
,Saudi Arabia,23.885942,45.079162,2020-03-28,1203,4,37,1162,Eastern Mediterranean,0.33,3.08
,Senegal,14.4974,-14.4524,2020-03-28,130,0,18,112,Africa,0.0,13.85
,Serbia,44.0165,21.0059,2020-03-28,659,10,0,649,Europe,1.52,0.0
,Seychelles,-4.6796,55.492,2020-03-28,8,0,0,8,Africa,0.0,0.0
,Singapore,1.2833,103.8333,2020-03-28,802,2,198,602,Western Pacific,0.25,24.69
,Slovakia,48.669,19.699,2020-03-28,292,0,2,290,Europe,0.0,0.68
,Slovenia,46.1512,14.9955,2020-03-28,684,9,10,665,Europe,1.32,1.46
,Somalia,5.152149,46.199616,2020-03-28,3,0,0,3,Eastern Mediterranean,0.0,0.0
,South Africa,-30.5595,22.9375,2020-03-28,1187,1,31,1155,Africa,0.08,2.61
,Spain,40.463667,-3.74922,2020-03-28,73235,5982,12285,54968,Europe,8.17,16.77
,Sri Lanka,7.873054,80.77179699999998,2020-03-28,113,1,9,103,South-East Asia,0.88,7.96
,Sudan,12.8628,30.2176,2020-03-28,5,1,0,4,Eastern Mediterranean,20.0,0.0
,Suriname,3.9193,-56.0278,2020-03-28,8,0,0,8,Americas,0.0,0.0
,Sweden,60.128161,18.643501,2020-03-28,3447,105,0,3342,Europe,3.05,0.0
,Switzerland,46.8182,8.2275,2020-03-28,14076,264,1530,12282,Europe,1.88,10.87
,Taiwan*,23.7,121.0,2020-03-28,283,2,30,251,Western Pacific,0.71,10.6
,Tanzania,-6.369028,34.888822,2020-03-28,14,0,1,13,Africa,0.0,7.14
,Thailand,15.870032,100.992541,2020-03-28,1245,6,97,1142,South-East Asia,0.48,7.79
,Togo,8.6195,0.8248,2020-03-28,25,1,1,23,Africa,4.0,4.0
,Trinidad and Tobago,10.6918,-61.2225,2020-03-28,74,3,1,70,Americas,4.05,1.35
,Tunisia,33.886917,9.537499,2020-03-28,278,8,2,268,Eastern Mediterranean,2.88,0.72
,Turkey,38.9637,35.2433,2020-03-28,7402,108,70,7224,Europe,1.46,0.95
,Uganda,1.373333,32.290275,2020-03-28,30,0,0,30,Africa,0.0,0.0
,Ukraine,48.3794,31.1656,2020-03-28,356,9,5,342,Europe,2.53,1.4
,United Arab Emirates,23.424076,53.847818,2020-03-28,468,2,52,414,Eastern Mediterranean,0.43,11.11
Bermuda,United Kingdom,32.3078,-64.7505,2020-03-28,17,0,2,15,Europe,0.0,11.76
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-28,8,1,0,7,Europe,12.5,0.0
Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-28,97,1,0,96,Europe,1.03,0.0
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-28,56,0,14,42,Europe,0.0,25.0
Isle of Man,United Kingdom,54.2361,-4.5481,2020-03-28,32,0,0,32,Europe,0.0,0.0
Montserrat,United Kingdom,16.742498,-62.187366,2020-03-28,5,0,0,5,Europe,0.0,0.0
,United Kingdom,55.3781,-3.4360000000000004,2020-03-28,26839,1456,135,25248,Europe,5.42,0.5
,Uruguay,-32.5228,-55.7658,2020-03-28,303,1,0,302,Americas,0.33,0.0
,US,40.0,-100.0,2020-03-28,122069,2934,1072,118063,Americas,2.4,0.88
,Uzbekistan,41.377491,64.585262,2020-03-28,104,2,5,97,Europe,1.92,4.81
,Venezuela,6.4238,-66.5897,2020-03-28,119,2,39,78,Americas,1.68,32.77
,Vietnam,14.058324,108.277199,2020-03-28,174,0,21,153,Western Pacific,0.0,12.07
,Zambia,-13.133897,27.849332,2020-03-28,28,0,0,28,Africa,0.0,0.0
,Zimbabwe,-19.015438,29.154857,2020-03-28,7,1,0,6,Africa,14.29,0.0
,Dominica,15.415,-61.371,2020-03-28,11,0,0,11,Americas,0.0,0.0
,Grenada,12.1165,-61.679,2020-03-28,7,0,0,7,Americas,0.0,0.0
,Mozambique,-18.665695,35.529562,2020-03-28,8,0,0,8,Africa,0.0,0.0
,Syria,34.802075,38.99681500000001,2020-03-28,5,0,0,5,Eastern Mediterranean,0.0,0.0
,Timor-Leste,-8.874217,125.727539,2020-03-28,1,0,0,1,South-East Asia,0.0,0.0
,Belize,17.1899,-88.4976,2020-03-28,2,0,0,2,Americas,0.0,0.0
,Laos,19.85627,102.495496,2020-03-28,8,0,0,8,Western Pacific,0.0,0.0
,Libya,26.3351,17.228331,2020-03-28,3,0,0,3,Eastern Mediterranean,0.0,0.0
,West Bank and Gaza,31.9522,35.2332,2020-03-28,98,1,18,79,Eastern Mediterranean,1.02,18.37
,Guinea-Bissau,11.8037,-15.1804,2020-03-28,2,0,0,2,Africa,0.0,0.0
,Mali,17.570692,-3.996166000000001,2020-03-28,18,0,0,18,Africa,0.0,0.0
,Saint Kitts and Nevis,17.357822,-62.782998,2020-03-28,2,0,0,2,Americas,0.0,0.0
Northwest Territories,Canada,64.8255,-124.8457,2020-03-28,1,0,0,1,Americas,0.0,0.0
Yukon,Canada,64.2823,-135.0,2020-03-28,4,0,0,4,Americas,0.0,0.0
,Kosovo,42.602636,20.902977,2020-03-28,91,1,1,89,Europe,1.1,1.1
,Burma,21.9162,95.956,2020-03-28,8,0,0,8,South-East Asia,0.0,0.0
Anguilla,United Kingdom,18.2206,-63.0686,2020-03-28,2,0,0,2,Europe,0.0,0.0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-28,2,0,0,2,Europe,0.0,0.0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-28,4,0,0,4,Europe,0.0,0.0
,Botswana,-22.3285,24.6849,2020-03-28,0,0,0,0,Africa,,
,Burundi,-3.3731,29.9189,2020-03-28,0,0,0,0,Africa,,
,Sierra Leone,8.460555000000001,-11.779889,2020-03-28,0,0,0,0,Africa,,
,Malawi,-13.2543,34.3015,2020-03-28,0,0,0,0,Africa,,
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-03-28,0,0,0,0,Europe,,
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-03-28,0,0,0,0,Europe,,
,South Sudan,6.877000000000002,31.307,2020-03-28,0,0,0,0,Africa,,
,Western Sahara,24.2155,-12.8858,2020-03-28,0,0,0,0,Africa,,
,Sao Tome and Principe,0.1864,6.6131,2020-03-28,0,0,0,0,Africa,,
,Yemen,15.552727,48.516388,2020-03-28,0,0,0,0,Eastern Mediterranean,,
,Comoros,-11.6455,43.3333,2020-03-28,0,0,0,0,Africa,,
,Tajikistan,38.861,71.2761,2020-03-28,0,0,0,0,Europe,,
,Lesotho,-29.61,28.2336,2020-03-28,0,0,0,0,Africa,,
,Afghanistan,33.93911,67.709953,2020-03-29,120,4,2,114,Eastern Mediterranean,3.33,1.67
,Albania,41.1533,20.1683,2020-03-29,212,10,33,169,Europe,4.72,15.57
,Algeria,28.0339,1.6596,2020-03-29,511,31,31,449,Africa,6.07,6.07
,Andorra,42.5063,1.5218,2020-03-29,334,6,1,327,Europe,1.8,0.3
,Angola,-11.2027,17.8739,2020-03-29,7,2,0,5,Africa,28.57,0.0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-29,7,0,0,7,Americas,0.0,0.0
,Argentina,-38.4161,-63.6167,2020-03-29,745,19,72,654,Americas,2.55,9.66
,Armenia,40.0691,45.0382,2020-03-29,424,3,30,391,Europe,0.71,7.08
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-29,77,0,2,75,Western Pacific,0.0,2.6
New South Wales,Australia,-33.8688,151.2093,2020-03-29,1791,8,4,1779,Western Pacific,0.45,0.22
Northern Territory,Australia,-12.4634,130.8456,2020-03-29,15,0,0,15,Western Pacific,0.0,0.0
Queensland,Australia,-27.4698,153.0251,2020-03-29,656,2,8,646,Western Pacific,0.3,1.22
South Australia,Australia,-34.9285,138.6007,2020-03-29,299,0,6,293,Western Pacific,0.0,2.01
Tasmania,Australia,-42.8821,147.3272,2020-03-29,66,0,5,61,Western Pacific,0.0,7.58
Victoria,Australia,-37.8136,144.9631,2020-03-29,769,4,191,574,Western Pacific,0.52,24.84
Western Australia,Australia,-31.9505,115.8605,2020-03-29,311,2,28,281,Western Pacific,0.64,9.0
,Austria,47.5162,14.5501,2020-03-29,8788,86,479,8223,Europe,0.98,5.45
,Azerbaijan,40.1431,47.5769,2020-03-29,209,4,15,190,Europe,1.91,7.18
,Bahamas,25.025885,-78.035889,2020-03-29,11,0,1,10,Americas,0.0,9.09
,Bahrain,26.0275,50.55,2020-03-29,499,4,272,223,Eastern Mediterranean,0.8,54.51
,Bangladesh,23.685,90.3563,2020-03-29,48,5,15,28,South-East Asia,10.42,31.25
,Barbados,13.1939,-59.5432,2020-03-29,33,0,0,33,Americas,0.0,0.0
,Belarus,53.7098,27.9534,2020-03-29,94,0,32,62,Europe,0.0,34.04
,Belgium,50.8333,4.469936,2020-03-29,10836,431,1359,9046,Europe,3.98,12.54
,Benin,9.3077,2.3158,2020-03-29,6,0,0,6,Africa,0.0,0.0
,Bhutan,27.5142,90.4336,2020-03-29,4,0,0,4,South-East Asia,0.0,0.0
,Bolivia,-16.2902,-63.5887,2020-03-29,81,1,0,80,Americas,1.23,0.0
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-29,323,6,8,309,Europe,1.86,2.48
,Brazil,-14.235,-51.9253,2020-03-29,4256,136,6,4114,Americas,3.2,0.14
,Brunei,4.5353,114.7277,2020-03-29,126,1,34,91,Western Pacific,0.79,26.98
,Bulgaria,42.7339,25.4858,2020-03-29,346,8,14,324,Europe,2.31,4.05
,Burkina Faso,12.2383,-1.5616,2020-03-29,222,12,23,187,Africa,5.41,10.36
,Cabo Verde,16.5388,-23.0418,2020-03-29,6,1,0,5,Africa,16.67,0.0
,Cambodia,11.55,104.9167,2020-03-29,103,0,21,82,Western Pacific,0.0,20.39
,Cameroon,3.848,11.5021,2020-03-29,139,6,5,128,Africa,4.32,3.6
Alberta,Canada,53.9333,-116.5765,2020-03-29,621,2,0,619,Americas,0.32,0.0
British Columbia,Canada,53.7267,-127.6476,2020-03-29,884,17,0,867,Americas,1.92,0.0
Manitoba,Canada,53.7609,-98.8139,2020-03-29,72,1,0,71,Americas,1.39,0.0
New Brunswick,Canada,46.5653,-66.4619,2020-03-29,66,0,0,66,Americas,0.0,0.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-29,135,0,0,135,Americas,0.0,0.0
Nova Scotia,Canada,44.682,-63.7443,2020-03-29,122,0,0,122,Americas,0.0,0.0
Ontario,Canada,51.2538,-85.3232,2020-03-29,1355,21,0,1334,Americas,1.55,0.0
Prince Edward Island,Canada,46.5107,-63.4168,2020-03-29,11,0,0,11,Americas,0.0,0.0
Quebec,Canada,52.9399,-73.5491,2020-03-29,2840,22,0,2818,Americas,0.77,0.0
Saskatchewan,Canada,52.9399,-106.4509,2020-03-29,156,0,0,156,Americas,0.0,0.0
,Central African Republic,6.6111,20.9394,2020-03-29,3,0,0,3,Africa,0.0,0.0
,Chad,15.4542,18.7322,2020-03-29,3,0,0,3,Africa,0.0,0.0
,Chile,-35.6751,-71.543,2020-03-29,2245,7,75,2163,Americas,0.31,3.34
Anhui,China,31.8257,117.2264,2020-03-29,990,6,984,0,Western Pacific,0.61,99.39
Beijing,China,40.1824,116.4142,2020-03-29,577,8,412,157,Western Pacific,1.39,71.4
Chongqing,China,30.0572,107.874,2020-03-29,579,6,570,3,Western Pacific,1.04,98.45
Fujian,China,26.0789,117.9874,2020-03-29,338,1,295,42,Western Pacific,0.3,87.28
Gansu,China,35.7518,104.2861,2020-03-29,138,2,125,11,Western Pacific,1.45,90.58
Guangdong,China,23.3417,113.4244,2020-03-29,1475,8,1349,118,Western Pacific,0.54,91.46
Guangxi,China,23.8298,108.7881,2020-03-29,254,2,250,2,Western Pacific,0.79,98.43
Guizhou,China,26.8154,106.8748,2020-03-29,146,2,144,0,Western Pacific,1.37,98.63
Hainan,China,19.1959,109.7453,2020-03-29,168,6,168,-6,Western Pacific,3.57,100.0
Hebei,China,39.549,116.1306,2020-03-29,319,6,0,313,Western Pacific,1.88,0.0
Heilongjiang,China,47.862,127.7615,2020-03-29,484,13,469,2,Western Pacific,2.69,96.9
Henan,China,37.8957,114.9042,2020-03-29,1276,22,0,1254,Western Pacific,1.72,0.0
Hong Kong,China,22.3,114.2,2020-03-29,641,4,112,525,Western Pacific,0.62,17.47
Hubei,China,30.9756,112.2707,2020-03-29,67801,3182,62570,2049,Western Pacific,4.69,92.28
Hunan,China,27.6104,111.7088,2020-03-29,1018,4,1014,0,Western Pacific,0.39,99.61
Inner Mongolia,China,44.0935,113.9448,2020-03-29,95,1,74,20,Western Pacific,1.05,77.89
Jiangsu,China,32.9711,119.455,2020-03-29,644,0,631,13,Western Pacific,0.0,97.98
Jiangxi,China,27.614,115.7221,2020-03-29,937,1,934,2,Western Pacific,0.11,99.68
Jilin,China,43.6661,126.1923,2020-03-29,98,1,92,5,Western Pacific,1.02,93.88
Liaoning,China,41.2956,122.6085,2020-03-29,134,2,124,8,Western Pacific,1.49,92.54
Macau,China,22.1667,113.55,2020-03-29,37,0,10,27,Western Pacific,0.0,27.03
Ningxia,China,37.2692,106.1655,2020-03-29,75,0,75,0,Western Pacific,0.0,100.0
Qinghai,China,35.7452,95.9956,2020-03-29,18,0,18,0,Western Pacific,0.0,100.0
Shaanxi,China,35.1917,108.8701,2020-03-29,253,3,242,8,Western Pacific,1.19,95.65
Shandong,China,36.3427,118.1498,2020-03-29,772,7,752,13,Western Pacific,0.91,97.41
Shanghai,China,31.202,121.4491,2020-03-29,492,5,334,153,Western Pacific,1.02,67.89
Shanxi,China,37.5777,112.2922,2020-03-29,136,0,133,3,Western Pacific,0.0,97.79
Sichuan,China,30.6171,102.7103,2020-03-29,550,3,536,11,Western Pacific,0.55,97.45
Tianjin,China,39.3054,117.323,2020-03-29,166,3,133,30,Western Pacific,1.81,80.12
Tibet,China,31.6927,88.0924,2020-03-29,1,0,1,0,Western Pacific,0.0,100.0
Xinjiang,China,41.1129,85.2401,2020-03-29,76,3,73,0,Western Pacific,3.95,96.05
Yunnan,China,24.974,101.487,2020-03-29,180,2,172,6,Western Pacific,1.11,95.56
Zhejiang,China,29.1832,120.0934,2020-03-29,1254,1,1225,28,Western Pacific,0.08,97.69
,Colombia,4.5709,-74.2973,2020-03-29,702,10,10,682,Americas,1.42,1.42
,Congo (Brazzaville),-0.228,15.8277,2020-03-29,19,0,0,19,Africa,0.0,0.0
,Congo (Kinshasa),-4.0383,21.7587,2020-03-29,65,6,2,57,Africa,9.23,3.08
,Costa Rica,9.7489,-83.7534,2020-03-29,314,2,3,309,Americas,0.64,0.96
,Cote d'Ivoire,7.54,-5.5471,2020-03-29,165,1,4,160,Africa,0.61,2.42
,Croatia,45.1,15.2,2020-03-29,713,6,52,655,Europe,0.84,7.29
,Cuba,21.521757,-77.78116700000002,2020-03-29,139,3,4,132,Americas,2.16,2.88
,Cyprus,35.1264,33.4299,2020-03-29,214,5,15,194,Europe,2.34,7.01
,Czechia,49.8175,15.473,2020-03-29,2817,16,11,2790,Europe,0.57,0.39
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-29,159,0,70,89,Europe,0.0,44.03
Greenland,Greenland,71.7069,-42.6043,2020-03-29,10,0,2,8,Europe,0.0,20.0
,Denmark,56.2639,9.5018,2020-03-29,2395,72,1,2322,Europe,3.01,0.04
,Djibouti,11.8251,42.5903,2020-03-29,18,0,0,18,Eastern Mediterranean,0.0,0.0
,Dominican Republic,18.7357,-70.1627,2020-03-29,859,39,3,817,Americas,4.54,0.35
,Ecuador,-1.8312,-78.1834,2020-03-29,1924,58,3,1863,Americas,3.01,0.16
,Egypt,26.820553000000004,30.802498,2020-03-29,609,40,132,437,Eastern Mediterranean,6.57,21.67
,El Salvador,13.7942,-88.8965,2020-03-29,24,0,0,24,Americas,0.0,0.0
,Equatorial Guinea,1.6508,10.2679,2020-03-29,12,0,0,12,Africa,0.0,0.0
,Eritrea,15.1794,39.7823,2020-03-29,12,0,0,12,Africa,0.0,0.0
,Estonia,58.5953,25.0136,2020-03-29,679,3,20,656,Europe,0.44,2.95
,Eswatini,-26.5225,31.4659,2020-03-29,9,0,0,9,Africa,0.0,0.0
,Ethiopia,9.145,40.4897,2020-03-29,21,0,1,20,Africa,0.0,4.76
,Fiji,-17.7134,178.065,2020-03-29,5,0,0,5,Western Pacific,0.0,0.0
,Finland,61.92411,25.748151,2020-03-29,1240,11,10,1219,Europe,0.89,0.81
French Guiana,France,3.9339,-53.1258,2020-03-29,28,0,6,22,Europe,0.0,21.43
French Polynesia,France,-17.6797,149.4068,2020-03-29,30,0,0,30,Europe,0.0,0.0
Guadeloupe,France,16.265,-61.551,2020-03-29,106,4,17,85,Europe,3.77,16.04
Mayotte,France,-12.8275,45.166244,2020-03-29,63,0,0,63,Europe,0.0,0.0
New Caledonia,France,-20.904305,165.618042,2020-03-29,15,0,0,15,Europe,0.0,0.0
Reunion,France,-21.1151,55.5364,2020-03-29,183,0,1,182,Europe,0.0,0.55
Saint Barthelemy,France,17.9,-62.8333,2020-03-29,5,0,0,5,Europe,0.0,0.0
St Martin,France,18.0708,-63.0501,2020-03-29,11,0,0,11,Europe,0.0,0.0
Martinique,France,14.6415,-61.0242,2020-03-29,93,1,0,92,Europe,1.08,0.0
,France,46.2276,2.2137,2020-03-29,40174,2606,7202,30366,Europe,6.49,17.93
,Gabon,-0.8037,11.6094,2020-03-29,7,1,0,6,Africa,14.29,0.0
,Gambia,13.4432,-15.3101,2020-03-29,4,1,0,3,Africa,25.0,0.0
,Georgia,42.3154,43.3569,2020-03-29,91,0,18,73,Europe,0.0,19.78
,Germany,51.165691,10.451526,2020-03-29,62095,533,9211,52351,Europe,0.86,14.83
,Ghana,7.9465,-1.0232,2020-03-29,152,5,2,145,Africa,3.29,1.32
,Greece,39.0742,21.8243,2020-03-29,1156,38,52,1066,Europe,3.29,4.5
,Guatemala,15.7835,-90.2308,2020-03-29,34,1,10,23,Americas,2.94,29.41
,Guinea,9.9456,-9.6966,2020-03-29,16,0,0,16,Africa,0.0,0.0
,Guyana,4.860416000000002,-58.93018000000001,2020-03-29,8,1,0,7,Americas,12.5,0.0
,Haiti,18.9712,-72.2852,2020-03-29,15,0,1,14,Americas,0.0,6.67
,Holy See,41.9029,12.4534,2020-03-29,6,0,0,6,Europe,0.0,0.0
,Honduras,15.2,-86.2419,2020-03-29,110,3,3,104,Americas,2.73,2.73
,Hungary,47.1625,19.5033,2020-03-29,408,13,34,361,Europe,3.19,8.33
,Iceland,64.9631,-19.0208,2020-03-29,1020,2,135,883,Europe,0.2,13.24
,India,20.593684,78.96288,2020-03-29,1024,27,95,902,South-East Asia,2.64,9.28
,Indonesia,-0.7893,113.9213,2020-03-29,1285,114,64,1107,South-East Asia,8.87,4.98
,Iran,32.427908,53.68804599999999,2020-03-29,38309,2640,12391,23278,Eastern Mediterranean,6.89,32.34
,Iraq,33.223191,43.679291,2020-03-29,547,42,143,362,Eastern Mediterranean,7.68,26.14
,Ireland,53.1424,-7.6921,2020-03-29,2615,46,5,2564,Europe,1.76,0.19
,Israel,31.046051,34.851612,2020-03-29,4247,15,132,4100,Europe,0.35,3.11
,Italy,41.87194,12.56738,2020-03-29,97689,10779,13030,73880,Europe,11.03,13.34
,Jamaica,18.1096,-77.2975,2020-03-29,32,1,2,29,Americas,3.12,6.25
,Japan,36.204824,138.252924,2020-03-29,1907,63,424,1420,Western Pacific,3.3,22.23
,Jordan,31.24,36.51,2020-03-29,259,3,18,238,Eastern Mediterranean,1.16,6.95
,Kazakhstan,48.0196,66.9237,2020-03-29,284,1,20,263,Europe,0.35,7.04
,Kenya,-0.0236,37.9062,2020-03-29,42,1,1,40,Africa,2.38,2.38
